0.001283418	0.32926509
0.001260909	0.15759319
0.0012609091	0.098384634
0.0012614336	0.1348303
0.0012597678	0.23208258
0.0012615556	0.34306121
0.0012605088	0.38689399
0.0012600658	0.3390922
0.0012600475	0.20962256
0.0012597332	0.050017525
0.0051121661	-0.26646888
0.0029537652	-0.19084573
0.00415048	-0.24248973
0.007792369	-0.30206451
-0.024407396	-0.39163506
-0.024407396	-9.4744244
0.0012802137	0.33076435
0.0012613445	0.25971755
0.0012597428	0.13471752
0.0012594686	0.0039684856
0.0012611767	-0.093079142
0.0012599236	-0.088844262
0.0012612087	-0.016151845
0.0012605295	0.12466862
0.0012604166	0.25799039
0.0012603168	0.31109446
0.0012609439	0.26123494
0.0012586794	0.14548849
0.0012586795	0.0039554313
0.0012592837	-0.11938293
0.00126023	-0.13655244
0.001259681	-0.056777857
0.0083668288	-0.31259
-0.011659268	-0.39046738
0.001280598	0.28686389
0.0012624155	0.28796807
0.0012607394	0.20350318
0.0012596784	0.076651283
0.0012605027	-0.057835642
0.0012588237	-0.17214148
0.0012593558	-0.07754162
0.0012601601	0.0068968763
0.0012610573	0.13999003
0.0012601675	0.25633195
0.0012597177	0.28357613
0.0012616994	0.23308364
0.0012616646	0.1227788
0.0012599829	-0.010547131
0.0012598303	-0.12039126
0.0012599429	-0.11779252
0.0012611309	-0.044317611
0.0012606938	0.071741208
0.0012614999	0.20774777
0.0012611122	0.29012179
0.0012593955	0.27162331
0.001258867	0.17162167
0.0012590291	0.030948784
0.0012586446	-0.098465517
0.0012592418	-0.17005934
0.0012605431	-0.065701872
0.0012604016	0.042939167
0.0012612507	0.18281254
0.0012597382	0.2742812
0.0012605428	0.27268547
0.0012591934	0.19493148
0.001260323	0.068632916
0.0012596343	-0.063986331
0.0012606317	-0.18206662
0.0012600359	-0.079556592
0.001261541	0.0030674904
0.0012607609	0.13825552
0.0012620358	0.2523056
0.0012612657	0.28084123
0.0012592725	0.21940757
0.0012601727	0.10580039
0.0012607825	-0.01779321
0.0012603293	-0.11529359
0.0012584616	-0.12297726
0.0012593009	-0.045278981
0.0012615704	0.083479576
0.0012614718	0.22829457
0.0012610122	0.30319977
0.0012606386	0.2800853
0.0012592907	0.16657417
0.001259687	0.018249603
0.0012579368	-0.11234133
0.0012598694	-0.16401768
0.0012598808	-0.063125603
0.0012600791	0.029704234
0.0012603145	0.14671934
0.0012610306	0.23709165
0.0012623407	0.25753796
0.0012592605	0.20583609
0.0012604009	0.094785951
0.0012588797	-0.025755409
0.0012594082	-0.11619009
0.0012598638	-0.1080901
0.0012610643	-0.035980981
0.0012612081	0.10516233
0.0012623495	0.24617279
